id,observed_on_string,observed_on,time_observed_at,time_zone,user_id,user_login,created_at,updated_at,quality_grade,license,url,image_url,sound_url,tag_list,description,num_identification_agreements,num_identification_disagreements,captive_cultivated,oauth_application_id,place_guess,latitude,longitude,positional_accuracy,private_place_guess,private_latitude,private_longitude,public_positional_accuracy,geoprivacy,taxon_geoprivacy,coordinates_obscured,positioning_method,positioning_device,place_town_name,place_county_name,place_state_name,place_country_name,place_admin1_name,place_admin2_name,species_guess,scientific_name,common_name,iconic_taxon_name,taxon_id,taxon_kingdom_name,taxon_phylum_name,taxon_subphylum_name,taxon_superclass_name,taxon_class_name,taxon_subclass_name,taxon_superorder_name,taxon_order_name,taxon_suborder_name,taxon_superfamily_name,taxon_family_name,taxon_subfamily_name,taxon_supertribe_name,taxon_tribe_name,taxon_subtribe_name,taxon_genus_name,taxon_genushybrid_name,taxon_species_name,taxon_hybrid_name,taxon_subspecies_name,taxon_variety_name,taxon_form_name
103065598,2021-12-14 10:54:39,2021-12-14,2021-12-14 00:54:39 UTC,Guam,7547,aubreymoore,2021-12-14 22:08:43 UTC,2021-12-14 22:50:35 UTC,needs_id,CC-BY,https://www.inaturalist.org/observations/103065598,https://inaturalist-open-data.s3.amazonaws.com/photos/172417922/medium.jpeg,,"","Collected from Napier grass.

Possibly <i>Icerya imperatae</i>.",0,0,false,2,"Yona, Guam",13.41223,144.780828,5,,,,5,,,false,,,,,Yona,,Guam,,Ground Pearls,Margarodidae,ground pearls,Insecta,60923,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hemiptera,Sternorrhyncha,Coccoidea,Margarodidae,,,,,,,,,,,
